,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
1648,0.1568,10.91508846,18.92,672,1680.0,0,0,0
281,0.0996,11.51292546,8.17,707,3839.041667,2,0,0
9108,0.1442,10.95080655,15.07,672,4771.0,5,0,1
6465,0.0859,10.46310334,14.84,737,3450.041667,2,0,0
4708,0.1565,10.49127422,4.43,732,1471.0,1,0,0
3582,0.0932,11.35040654,9.15,787,7469.958333,0,0,0
8781,0.1128,10.87804719,16.78,702,5160.0,5,0,0
8333,0.1008,9.862665558,6.94,697,300.0416667,0,0,0
401,0.1014,11.22524339,16.54,722,4800.0,0,0,1
525,0.1261,10.1266311,4.56,667,4799.0,2,0,0
2461,0.0963,10.46321762,22.76,782,5430.0,0,0,0
3412,0.1221,11.28978191,9.48,702,2399.958333,2,0,0
7400,0.1607,12.28303369,14.23,747,9150.0,2,0,0
8393,0.1324,11.51292546,22.25,697,6456.041667,5,0,0
2012,0.1347,10.74492542,13.76,692,4334.0,0,0,0
7279,0.1099,10.89673933,24.67,707,4770.0,1,0,0
5377,0.1287,10.21504483,23.73,692,3239.958333,2,0,0
4219,0.1114,11.03488966,9.54,732,2520.0,0,0,0
7994,0.1059,11.53272809,2.55,707,1590.041667,11,0,0
2137,0.1568,10.30895266,2.68,682,1201.041667,2,0,0
3300,0.1189,10.91508846,6.81,697,4559.958333,0,0,0
3963,0.1284,10.23466006,10.21,682,4020.0,2,0,1
2808,0.1189,11.00209984,14.68,737,4230.0,1,0,0
7659,0.1025,11.27973158,20.42,712,6990.0,0,0,0
3683,0.1322,10.91508846,9.19,697,2310.041667,3,0,0
1512,0.1146,11.51292546,4.43,707,2850.0,2,0,0
6675,0.1114,11.00209984,13.52,732,2850.0,3,0,0
5710,0.1148,10.96819829,6.23,742,3030.041667,1,0,0
9239,0.1496,11.22524339,0.98,682,10290.0,4,1,0
4858,0.0859,11.46163217,16.16,752,4050.0,2,0,0
5967,0.1218,10.96819829,13.9,727,4740.0,0,0,0
182,0.1122,10.83958091,18.68,682,1889.0416670000002,2,0,1
9151,0.1253,10.89673933,11.36,712,7802.958333,5,0,0
3087,0.1221,10.91508846,23.26,697,3029.958333,0,0,0
5431,0.1322,11.25392155,10.59,707,4860.0,0,0,0
3812,0.1221,10.71441777,0.0,707,2640.0,0,1,0
1757,0.1284,11.15625052,11.97,672,7313.0,1,0,0
6894,0.0894,11.58988651,2.8,787,4830.041667,0,0,0
1457,0.1083,10.62132735,13.29,712,5190.0,1,0,0
1670,0.1178,10.23995979,14.77,692,1800.0,3,0,0
2184,0.1284,10.59663473,1.95,722,4442.0,2,0,0
2914,0.08,11.22524339,13.31,782,5490.0,1,0,0
1211,0.09699999999999999,10.85892207,15.62,717,4619.958333,1,0,0
8776,0.138,10.46310334,11.28,667,3512.958333,4,1,0
6434,0.1461,10.16585182,2.63,712,13023.04167,0,0,0
5361,0.0774,11.11346857,1.81,777,7199.958333,0,0,0
447,0.092,10.46310334,1.03,727,1230.041667,1,0,0
5413,0.1774,11.07906088,22.81,662,9329.958333,2,1,0
8726,0.1261,10.66895539,11.72,667,1020.0,0,0,0
8681,0.1229,10.23995979,7.64,662,1020.0,0,0,0
3414,0.1253,10.71441777,18.05,682,3210.0,0,0,0
529,0.1166,10.858999,14.45,677,2609.0,3,0,0
981,0.1134,10.858999,16.98,692,1469.958333,0,0,0
3543,0.1189,10.30895266,5.4,717,6360.958333,1,0,0
7768,0.1186,11.05089001,10.42,687,6388.958333,14,0,1
8418,0.1261,11.73606902,16.94,687,4020.0,3,0,1
7612,0.1348,10.62861778,13.8,687,4080.0,0,0,0
2228,0.1635,11.32779998,7.52,662,1169.0,2,0,0
6365,0.1496,10.08580911,4.75,662,2310.041667,0,1,1
5539,0.1287,11.23843599,1.58,692,3391.0,3,0,0
8944,0.1568,10.20359214,8.53,682,1567.0,5,0,0
4533,0.0894,10.46561447,11.01,757,8579.958333,0,0,0
317,0.1236,10.81977828,8.66,662,6839.041667,1,0,1
6080,0.1878,11.46163217,18.18,667,5160.0,1,0,0
8140,0.1299,11.39611071,6.78,657,7020.041667,0,2,0
3277,0.08,10.91508846,13.51,772,3089.958333,2,0,0
582,0.1071,10.86969163,13.11,727,4085.0,1,0,0
7355,0.1136,11.88448902,11.27,722,3570.041667,1,0,0
468,0.0832,10.1266311,1.54,727,2010.0416670000002,0,0,0
6960,0.0894,11.05089001,12.34,782,14100.041669999999,1,0,1
5596,0.1843,11.81303006,6.73,687,5819.958333,3,1,0
3306,0.0963,10.04324949,8.19,727,2309.958333,0,0,0
3759,0.1287,10.54534144,22.34,722,3965.958333,0,0,0
3885,0.1095,9.740968622999999,23.65,712,12629.95833,3,0,0
1449,0.1367,11.0744205,13.13,687,3989.958333,0,0,0
5965,0.1183,11.88446833,5.54,777,10290.04167,1,0,0
7130,0.1099,12.20607265,0.67,807,4710.0,1,0,0
9482,0.1357,10.37349118,22.95,687,3150.041667,4,0,0
722,0.1229,10.87804719,18.93,702,3689.0,1,0,1
1868,0.08,10.88930435,11.08,752,1920.0416670000002,1,0,0
8620,0.08,10.30895266,12.2,752,539.9583332999999,0,0,0
4585,0.0774,10.89673933,9.11,792,9029.958333,0,0,0
8044,0.1407,10.34817337,20.54,642,2369.041667,3,0,0
8983,0.1347,9.61580548,17.28,727,930.0,0,0,1
3132,0.1189,11.00209984,12.06,692,3749.958333,1,1,0
2317,0.1221,9.952277717000001,11.77,712,15150.041669999999,0,0,0
3227,0.1095,11.35035948,3.81,777,9420.0,1,0,0
5903,0.1322,11.29836745,19.91,707,6332.041667,0,1,0
5476,0.0894,11.251560699999999,15.8,752,9779.958333,0,0,0
9385,0.1322,10.77895629,20.38,702,3270.0,5,0,1
2913,0.08,10.1266311,9.26,742,1979.9583329999998,0,0,0
522,0.1103,10.30895266,13.4,707,3359.0,1,0,1
1719,0.1221,9.210340372000001,19.68,752,1121.0,0,0,0
3379,0.1221,10.41930072,0.39,692,2312.958333,3,0,0
7720,0.1229,10.1266311,15.55,672,990.0,1,0,0
6944,0.0859,11.08214255,7.09,782,4950.041667,1,0,0
1194,0.1222,9.546812609,21.51,682,1530.0,1,0,0
620,0.1103,9.92329018,6.82,697,1530.0,2,0,1
7472,0.1025,10.73639668,23.77,717,5309.041667,0,0,0
1869,0.1442,12.3588109,8.32,677,7560.041667,0,0,0
7099,0.1348,10.91508846,10.89,702,4110.041667,0,0,0
9405,0.1426,10.69194491,8.89,707,5910.041667,6,0,0
6218,0.1531,10.30895266,18.6,667,4980.041667,1,0,0
7918,0.1407,9.472704636,13.38,642,810.0,2,0,0
3239,0.1316,10.75790288,11.0,672,3900.0,1,0,1
2884,0.0963,10.08580911,9.8,757,1619.958333,0,0,0
4009,0.1189,10.59663473,15.69,717,2640.0,0,0,0
7785,0.1217,9.210340372000001,14.76,667,1022.0,0,0,0
2445,0.1632,10.73639668,9.97,662,1680.0416670000002,1,0,0
7424,0.183,12.36734079,7.28,672,6570.0,1,1,1
2618,0.1537,10.62132735,23.33,667,3391.958333,0,0,0
8396,0.0945,11.02190247,6.31,722,4170.041667,4,0,0
262,0.0933,10.50506754,19.46,727,4470.041667,2,0,1
2053,0.1284,10.37361617,19.16,702,1890.0,0,0,0
9092,0.1253,11.15625052,9.48,692,2790.0,4,1,0
7090,0.1136,11.60823564,8.51,717,7920.041667,0,0,0
2466,0.1189,11.35040654,11.86,732,6481.0,0,0,0
5931,0.16699999999999998,9.574983486,0.0,662,1800.0,0,4,0
4463,0.1183,11.6421978,13.63,707,3690.0,0,0,0
7985,0.1375,10.4341158,14.29,652,990.0,1,0,0
477,0.0863,9.798127037,14.38,722,1530.0,0,0,0
6476,0.1531,11.00209984,19.88,682,4823.041667,2,0,0
8494,0.1071,11.50287513,8.65,712,8220.0,7,1,0
8762,0.157,10.65608219,23.89,662,2130.0,12,0,1
8654,0.0945,10.59663473,10.53,722,3240.0,4,0,0
8266,0.1197,9.980448594,22.5,692,2249.0,4,0,0
7475,0.1099,10.53049493,14.36,702,3540.041667,0,0,0
2896,0.1253,11.58988651,11.67,727,8220.0,1,0,0
3130,0.1284,11.20504069,7.69,717,3217.0,0,0,0
154,0.0901,10.95080655,8.93,822,9696.958333,0,0,0
5533,0.1461,10.93310697,8.81,662,8220.0,0,1,0
339,0.0838,10.46493024,18.96,742,2190.0,0,0,0
4210,0.1322,10.20359214,9.51,692,1619.958333,3,1,0
3823,0.1379,10.89673933,6.71,687,4800.0,2,0,1
1896,0.1253,10.66895539,9.27,687,2850.0,3,1,1
8828,0.1146,10.93221371,7.29,707,2670.0,5,0,1
84,0.087,11.03488966,12.23,737,2729.958333,0,0,0
7927,0.1154,11.22524339,18.26,672,2670.0,7,0,0
1683,0.1746,11.6351431,3.94,662,4530.041667,3,1,1
7746,0.0838,8.779557456000001,6.46,722,1230.041667,2,0,1
5945,0.1253,9.980448594,4.72,727,1200.041667,2,0,0
5312,0.1114,11.38509209,8.35,762,5223.0,0,0,0
5581,0.1287,10.30895266,20.12,692,2340.0,1,0,0
689,0.1324,10.87804719,17.82,667,7349.0,0,5,0
7448,0.1062,10.71441777,17.23,707,4290.041667,3,0,0
902,0.0976,10.71441777,7.6,727,6750.0,1,1,0
7827,0.0933,10.81977828,4.0,702,995.9583332999998,3,0,0
2100,0.1189,9.798127037,14.07,787,5621.041667,0,0,0
6715,0.0894,10.83958091,10.96,777,6399.041667,0,0,0
125,0.1312,10.59663473,20.67,692,5250.0,3,1,0
8632,0.0976,10.59663473,17.43,727,4559.958333,4,0,1
1092,0.0945,11.60823564,8.68,722,13349.95833,1,0,0
1856,0.1284,12.11450545,20.69,697,3149.041667,3,0,0
5947,0.0894,10.59663473,9.6,712,2610.041667,0,0,1
8424,0.1861,11.51292546,18.89,652,2460.041667,7,0,0
4950,0.1426,10.59663473,2.34,687,1560.0,1,0,0
8516,0.145,11.32659589,25.4,717,6569.958333,0,0,1
4655,0.1114,11.2395407,15.06,742,4860.0,1,0,0
5499,0.1287,13.71015004,1.16,747,4890.0,1,0,0
400,0.1078,11.35040654,1.78,687,9480.0,1,1,0
1955,0.1474,9.210340372000001,1.2,667,1860.0,0,1,0
8706,0.1608,10.46321762,26.36,667,6960.0,12,0,0
1474,0.1525,11.81303006,15.56,722,11850.0,0,0,0
9312,0.1461,11.69524702,0.24,717,1950.0,6,0,0
4482,0.0859,12.429200199999999,6.29,737,6484.958333,2,0,0
7644,0.1136,10.93761465,9.73,727,5880.0,1,0,0
2777,0.0932,11.81303006,5.18,752,5010.0,0,0,0
406,0.1141,10.96578158,10.14,702,5999.041667,1,0,0
8648,0.1482,11.17043516,24.73,672,5880.0,4,0,0
6389,0.1426,9.903487553,8.34,667,1710.0416670000002,1,0,0
4884,0.1218,11.33857208,0.07,707,3660.0,0,0,0
4135,0.1253,10.54691914,10.97,682,4410.0,0,0,0
9539,0.1533,11.849397699999999,23.81,712,7775.041667,5,0,0
4084,0.0768,10.37349118,14.93,757,9689.958333,1,0,0
3850,0.1148,11.28978191,0.66,752,2789.958333,3,0,0
6536,0.07400000000000001,10.858999,16.43,777,8910.041667,1,0,0
2946,0.0768,11.05089001,14.74,747,7079.958333,1,0,0
3020,0.1316,10.44278401,23.06,687,3719.958333,1,1,0
7648,0.1422,10.91508846,20.75,672,5820.0,0,1,0
3655,0.1884,11.51292546,6.76,712,8190.958333,3,1,0
3989,0.1218,10.75790288,2.32,762,4474.0,1,0,0
1366,0.0832,10.858999,12.39,722,3800.0,0,0,0
3408,0.0932,11.60823564,0.46,792,6719.958333,0,0,0
6264,0.1287,10.81977828,5.3,692,8070.0,0,2,0
7849,0.1501,11.08214255,5.48,642,1739.9583329999998,6,0,1
3072,0.1126,10.51867319,0.91,742,1559.958333,2,0,0
7646,0.1273,10.62132735,11.41,742,1260.041667,0,0,0
2214,0.0768,11.42081018,1.29,777,4200.041667,0,0,0
3951,0.1568,11.69524702,16.77,677,2280.0,3,0,0
3758,0.1632,11.15625052,16.75,662,1560.0,0,0,0
6998,0.1183,10.54841566,22.54,712,6000.041667,0,0,0
8115,0.1393,10.4341158,19.34,657,2789.041667,6,0,0
104,0.0933,11.22524339,9.55,762,5699.958333,1,0,0
6151,0.0894,10.77895629,16.35,737,4050.0,3,0,0
7874,0.1786,10.604602900000001,12.83,652,2878.958333,12,0,1
7949,0.1375,9.903487553,13.2,652,1110.0,3,0,0
8130,0.1425,11.00967111,22.93,652,6090.041667,0,0,0
7704,0.1025,9.259130536,21.37,702,5310.041667,0,1,1
9286,0.2086,12.30138283,10.81,667,4860.0,4,0,1
2482,0.1442,11.15625052,7.89,722,3269.958333,1,0,0
6269,0.1253,11.51372515,14.45,722,4291.0,3,0,0
3116,0.1221,10.22557105,14.0,687,3981.0,2,0,0
75,0.128,10.37349118,20.0,682,5492.0,1,0,1
6429,0.0774,10.55841352,8.42,757,3360.041667,1,0,0
9318,0.16699999999999998,11.91839057,15.7,687,6149.958333,6,0,0
8363,0.1039,13.45883561,0.81,737,3630.0,1,0,1
9356,0.1565,10.34415892,23.48,662,1863.0416670000002,5,0,0
691,0.0945,11.08214255,8.86,742,5129.0,0,0,0
5409,0.0859,10.46310334,16.63,722,1860.0,0,0,0
873,0.1134,10.83958091,20.82,722,8700.0,3,0,0
2213,0.0932,10.77895629,20.07,752,6210.0,0,0,0
3479,0.1126,10.46310334,7.51,732,2070.0,0,0,0
1309,0.1128,11.184421400000002,16.86,697,2208.0,1,0,1
5796,0.1148,11.40366848,0.56,802,3810.041667,0,0,1
2830,0.1253,11.00209984,8.56,727,6599.958333,0,0,0
731,0.08,9.60238246,2.43,747,2250.0,3,0,0
3968,0.0932,10.96819829,5.07,737,5341.958333,1,0,0
6516,0.1099,11.98292909,10.24,742,5191.0,2,0,0
3103,0.1221,9.61580548,2.4,717,1320.0,0,0,0
8524,0.0945,11.77528973,3.06,722,4560.0,8,0,1
6018,0.1253,10.62132735,13.61,722,2670.041667,2,0,0
1482,0.1399,10.55059079,10.71,662,4590.0,0,0,0
6870,0.1357,11.00209984,15.06,677,3750.041667,2,1,0
1195,0.1001,10.98108047,10.8,702,2520.0,1,0,0
8467,0.1418,10.49127422,18.93,667,1298.0,5,0,1
8538,0.1766,10.078532699999998,26.89,642,720.0,2,0,1
5123,0.1218,11.26446411,9.66,722,2010.9583329999998,3,0,0
9076,0.1284,10.73639668,18.37,702,1889.9583329999998,5,0,0
2979,0.1316,11.184421400000002,17.68,722,5310.0,3,0,0
3814,0.1411,11.00209984,22.14,677,5699.958333,1,0,0
4660,0.1183,11.00209984,15.5,702,3809.958333,2,0,0
8660,0.16399999999999998,11.22021745,24.01,657,1589.958333,4,0,0
3743,0.08,11.28983191,7.41,807,6630.0,1,0,0
1192,0.1191,10.562741800000001,7.98,672,5729.958333,0,0,0
777,0.0945,11.48452599,13.16,732,2500.0,3,0,0
6701,0.1253,11.36986308,20.13,717,6210.0,0,0,0
8942,0.1663,10.727663,4.45,677,7410.041667,6,0,1
9289,0.1287,10.67581553,14.02,707,4259.958333,4,1,0
4425,0.0894,11.22524339,2.85,762,4200.958333,1,0,0
6462,0.1183,11.14041146,16.44,737,6570.0,2,0,0
7633,0.1099,10.858999,6.55,692,3510.041667,1,0,0
6742,0.1496,11.02755639,20.16,702,3690.0,3,0,0
3987,0.1316,10.91501573,7.62,682,2669.958333,0,0,0
5554,0.1218,10.4341158,22.34,712,7470.0,1,1,0
588,0.1355,11.17885035,3.35,662,5460.0,2,1,1
4049,0.1126,11.40756495,7.91,752,4800.0,1,0,1
2530,0.1505,10.7254676,11.76,682,1469.958333,2,0,0
7479,0.1025,10.75790288,20.5,702,5130.0,0,0,0
7214,0.0788,10.74720759,10.3,777,4592.041667,0,0,0
4556,0.0894,10.20359214,17.73,757,4619.958333,2,0,1
6815,0.1322,9.798127037,23.53,707,1920.0416670000002,0,0,0
7557,0.1099,10.30895266,7.76,687,4650.041667,0,1,0
1358,0.1241,11.56171563,20.29,747,5585.0,7,0,0
1736,0.1253,10.57131693,10.55,717,1141.041667,0,0,0
9458,0.1739,10.91508846,5.78,767,12930.04167,9,0,0
6005,0.1496,10.13459927,5.38,687,1140.041667,1,0,0
1210,0.0863,10.04324949,9.34,732,1619.958333,0,0,0
5736,0.1565,11.30012821,9.47,677,7440.041667,0,0,0
7023,0.1253,12.56723749,13.89,727,5190.0,2,0,0
1158,0.1134,10.46310334,5.69,682,5249.958333,0,0,0
1422,0.1146,10.49127422,19.3,702,2069.958333,0,0,0
6797,0.1253,11.36093911,10.81,702,3750.041667,0,0,0
8498,0.1545,11.98292909,25.72,682,3749.958333,4,0,0
7514,0.1136,11.49406879,24.24,707,8824.0,0,0,0
4958,0.1913,11.87756858,3.58,662,5130.0,1,0,0
8979,0.179,10.81977828,6.6,677,900.0,1,0,0
6505,0.1253,11.6351431,6.9,727,7110.041667,2,1,0
7209,0.1645,10.16585182,15.83,677,1473.0,0,0,1
2995,0.0932,10.87804719,11.34,782,5279.958333,0,0,0
8207,0.1141,10.32548196,0.39,677,183.04166669999998,1,0,0
6175,0.1287,10.08580911,8.45,697,3750.041667,0,1,0
5140,0.1218,10.37349118,2.7,752,1709.9583329999998,2,0,0
2041,0.08,10.62132735,10.74,752,4800.0,1,0,0
8807,0.1254,11.49272276,12.33,677,5999.958333,4,0,0
2010,0.1411,10.1266311,13.73,682,4320.0,0,0,1
7765,0.1691,11.12726298,19.62,657,2009.9583329999998,3,1,0
6507,0.0859,10.76663064,4.83,782,3844.041667,0,0,0
116,0.1122,10.385913699999998,22.15,747,2788.958333,0,0,0
1606,0.1241,11.60823564,10.92,702,5370.0,3,0,0
1879,0.0932,11.10495723,8.35,787,7650.0,0,0,0
8126,0.0983,11.09741002,9.38,732,960.0416667000002,2,0,0
3060,0.1221,10.1266311,18.48,702,3313.0,2,2,1
843,0.1292,10.5454467,20.84,672,9119.958333,0,2,0
6458,0.0751,11.26446411,17.8,792,5854.0,0,0,0
6337,0.1287,11.82041016,16.59,687,4140.041667,0,0,0
5280,0.1496,10.91508846,0.0,677,7080.0,0,0,0
1761,0.1221,11.09741002,10.76,792,5850.0,7,0,1
9273,0.1253,12.48370438,10.06,707,8400.0,1,0,0
7431,0.0751,11.08214255,20.05,757,2910.0,3,0,0
3510,0.1189,9.546812609,8.23,697,2100.0,1,0,0
3484,0.08,11.13453063,3.63,757,2790.0,0,0,0
4013,0.0963,10.87812266,10.87,782,6540.0,2,0,0
8615,0.1261,10.95080655,24.17,702,8459.958333,4,0,0
5815,0.1322,11.01862914,17.01,692,4020.0,0,0,0
7032,0.1426,9.942708266,0.87,682,1920.0416670000002,0,0,0
6904,0.1025,10.51867319,17.61,732,3343.0,0,0,0
5459,0.1531,10.62132735,8.2,662,1860.0,0,1,0
5,0.0788,11.90496755,16.98,727,6120.041667,0,0,0
7890,0.1438,10.96819829,4.26,647,2009.9583329999998,12,0,0
9084,0.1442,11.08214255,17.34,687,6029.958333,5,0,1
1621,0.1114,11.69524702,7.92,717,6060.041667,1,0,0
7689,0.1025,10.81977828,20.66,707,1920.0,2,0,0
6373,0.1322,10.17495945,3.7,767,3750.041667,0,0,0
3822,0.1158,10.63585545,17.37,717,3630.0,2,0,0
5865,0.1148,10.30895266,16.4,782,5910.041667,0,0,0
1550,0.1178,10.645424900000002,10.6,692,3090.041667,1,0,0
1851,0.1284,11.77528973,10.62,682,3210.0,0,0,0
1369,0.1114,10.83958091,6.4,697,4709.958333,2,0,0
4263,0.1183,10.34817337,13.04,727,6359.958333,0,0,0
699,0.1261,10.81977828,7.15,667,2579.0,0,0,0
8872,0.1947,11.42954386,24.4,662,6030.041667,9,0,0
5825,0.1357,10.61643736,15.79,687,4770.0,0,0,0
5789,0.1253,11.5228758,14.3,737,4500.041667,0,0,0
2781,0.1253,11.65268741,1.39,762,2160.0,1,0,1
4905,0.1218,11.53751466,7.49,737,7499.958333,0,0,0
751,0.1355,11.77528973,8.32,662,3060.041667,0,0,0
5537,0.1253,10.23995979,22.54,687,4110.041667,2,0,0
2621,0.1411,10.15580148,6.2,697,3389.958333,2,1,0
1176,0.0832,10.33501019,10.13,742,4307.0,3,0,0
1218,0.1222,10.77895629,14.77,677,4350.0,0,0,0
5090,0.1253,11.06663836,10.78,702,4800.0,1,1,0
8658,0.1387,10.30895266,10.8,657,2324.958333,0,1,0
4860,0.1357,11.40756495,5.13,707,3929.958333,0,1,0
7052,0.1531,12.22587527,7.21,697,5101.0,0,0,0
137,0.0933,11.03488966,3.83,702,3690.0,1,0,0
3593,0.0932,10.79949394,8.67,802,4050.0,0,0,0
2678,0.1253,11.12726298,18.23,732,5070.0,2,0,0
1507,0.1241,9.903487553,0.6,762,1440.0,0,0,0
24,0.1229,11.26446411,8.8,672,3760.958333,0,0,0
4430,0.1114,10.91370569,6.34,722,4649.958333,0,0,0
8099,0.1741,10.81977828,16.92,647,5490.0,8,0,1
6130,0.1357,11.87756858,13.95,707,6270.041667,0,0,0
5058,0.07400000000000001,11.55718156,1.23,807,5311.958333,0,0,0
4867,0.1704,11.184421400000002,15.87,682,8579.958333,2,0,0
2759,0.1347,11.39075783,12.83,687,3510.0,1,0,0
4215,0.1392,10.46310334,8.09,677,3720.0,0,0,0
3250,0.1411,11.06663836,19.03,687,4020.0,0,0,0
19,0.1513,11.00209984,2.74,667,1126.958333,3,0,0
4804,0.0774,11.51292546,10.24,752,5729.958333,1,0,0
6140,0.0859,10.51867319,14.85,757,6210.0,0,0,0
5525,0.1253,11.12726298,8.33,682,5429.958333,3,0,0
6484,0.1114,10.81977828,14.06,742,4410.0,1,0,0
1829,0.0963,11.91839057,6.14,727,8310.0,1,0,0
9556,0.1385,11.00209984,18.18,677,3423.041667,4,0,0
9027,0.1568,10.59663473,20.58,662,1440.0,4,0,0
1614,0.1221,11.849397699999999,11.97,742,6388.041667,4,0,0
515,0.0768,11.22524339,2.54,802,6451.041667,0,0,0
5684,0.0774,11.15625052,12.32,752,3270.0,3,0,0
6963,0.0894,10.36646657,21.3,722,1950.0416670000002,0,0,0
3410,0.1095,11.35040654,5.73,777,9240.958333,0,0,0
2655,0.0963,10.645424900000002,16.14,787,3840.0,1,0,0
6109,0.1183,11.49272276,19.93,737,4890.041667,2,0,0
6728,0.1426,10.87804719,22.46,672,4110.041667,3,0,0
3413,0.1392,11.22524339,16.24,682,4140.041667,3,0,0
2045,0.1316,10.87804719,5.52,702,2040.0416670000002,0,0,0
8161,0.1046,10.20359214,19.29,697,482.04166669999995,2,0,0
3149,0.1284,11.01856357,10.21,697,5310.0,0,0,0
9338,0.1426,11.15625052,24.41,687,4679.958333,5,0,0
2185,0.1442,9.392661928999999,0.0,687,5193.0,0,1,0
8737,0.1317,9.85198371,24.51,687,929.9583332999998,0,0,1
4889,0.1496,12.01370075,10.33,722,4770.0,0,0,0
3810,0.1158,11.47874801,19.57,752,4229.958333,1,0,0
1229,0.157,10.81977828,24.91,662,4559.958333,3,0,0
8196,0.1141,10.67821472,14.9,692,720.0,2,0,1
6356,0.1148,11.73606902,9.43,732,6600.0,0,0,0
7191,0.1025,11.23445167,15.46,762,5580.041667,0,0,0
6268,0.1183,10.4341158,17.12,712,3030.041667,1,0,0
8374,0.1261,11.58058411,15.88,687,1259.041667,5,0,0
9565,0.1459,10.30895266,21.04,697,3390.0,6,0,1
8990,0.1505,11.22524339,7.12,687,2010.0,5,0,0
1877,0.1158,10.25765937,16.17,722,1830.0,1,0,0
8039,0.128,10.77895629,27.6,712,5580.041667,6,1,1
229,0.1059,11.58988651,11.96,707,5070.0,0,0,0
4194,0.1253,11.05405958,11.94,687,3390.0,1,2,0
5159,0.1635,11.42573225,0.84,782,4890.0,0,0,1
4515,0.1635,11.251560699999999,11.52,732,5009.958333,3,0,0
4253,0.1496,10.51867319,18.26,667,1410.0,0,0,0
4876,0.1148,10.04342339,0.0,777,7050.0,4,0,0
6308,0.1148,11.50690739,23.76,742,6240.0,0,0,0
7108,0.1136,10.40426284,7.49,687,1851.0,1,0,1
1850,0.0932,11.40756495,6.43,767,5610.041667,0,0,0
7153,0.1311,10.59663473,17.82,702,6714.041667,1,0,0
9038,0.1284,9.952277717000001,16.17,702,2760.0,0,0,0
5035,0.1565,10.12647109,18.39,677,1530.0,1,1,1
6549,0.1218,10.04324949,9.08,702,7379.041667,1,0,0
9148,0.1853,11.00209984,3.84,677,6511.0,4,2,1
562,0.1197,11.26446411,14.8,672,4140.041667,0,0,0
8388,0.1734,10.858999,10.82,647,2399.041667,8,0,0
7321,0.1607,11.77528973,19.62,697,8910.041667,0,0,0
4526,0.1392,10.59663473,22.05,682,4469.0,0,0,0
387,0.1172,11.00209984,0.0,672,2520.0,1,0,0
5706,0.1392,10.23995979,15.64,672,3630.0,0,0,0
7019,0.1565,11.53272809,7.36,767,5340.041667,0,0,0
1988,0.1221,10.9329641,14.38,712,4080.0,1,1,0
7963,0.1628,11.69524702,19.02,667,6390.041667,5,0,1
4197,0.1357,9.392661928999999,14.0,682,1380.0,1,0,1
9455,0.16,10.42228135,17.18,662,1500.0,4,0,0
7131,0.0714,11.50287513,10.04,787,6781.041667,0,0,0
4229,0.1114,11.00209984,13.72,717,9450.0,2,0,0
1037,0.1039,10.91501573,12.18,692,1770.0,1,0,0
1997,0.1218,10.88743693,17.64,697,2442.958333,0,0,0
4459,0.0859,10.85892207,11.91,737,4140.0,1,0,0
484,0.0976,11.14186178,12.57,762,3420.041667,0,0,0
8241,0.1545,10.858999,9.74,647,4860.041667,3,0,1
3114,0.1253,11.04285783,8.95,687,2790.0,1,0,0
9417,0.1426,10.49127422,24.7,682,4116.041667,6,0,0
7767,0.1091,9.61580548,11.52,682,990.0,0,0,0
1878,0.1474,11.16200536,11.42,672,2940.0,3,3,0
2776,0.1411,10.50232405,14.67,672,1394.0,0,0,0
7146,0.1348,13.142166,1.3,667,1869.0,0,0,0
2831,0.1726,10.97934285,9.78,677,3482.0,0,0,0
1240,0.1222,10.51688023,13.16,677,4529.958333,3,0,0
8216,0.1172,11.22524339,1.06,692,5480.0,4,2,0
5087,0.1287,10.77895629,0.0,717,4110.0,2,2,0
7762,0.1312,11.00209984,13.16,672,5880.0,9,0,1
6572,0.0705,12.39617634,6.4,802,5430.0,0,0,0
5751,0.1148,10.09195684,15.6,727,8431.041667,0,0,0
1177,0.1166,10.59653473,3.99,677,2460.0,0,0,0
6804,0.0705,11.21721122,4.26,772,6091.041667,2,0,0
7224,0.1385,10.793844900000002,16.5,702,4383.0,2,1,0
7071,0.1136,11.72803684,13.73,727,5070.0,0,0,0
3733,0.1442,11.00209984,20.0,697,4380.0,2,0,0
7411,0.0788,10.71205943,11.79,717,2820.041667,3,1,0
810,0.1261,11.60739893,24.04,757,7260.0,0,0,1
1638,0.1241,11.05089001,13.81,672,2880.0,3,1,1
1486,0.14300000000000002,10.52406404,23.27,667,3000.0,1,0,0
834,0.1166,11.28978191,13.47,702,2400.0,3,0,0
1138,0.1128,11.51292546,19.6,717,11102.95833,1,0,1
5753,0.1426,11.69524702,20.09,692,8790.041667,1,0,0
1951,0.1221,11.14186178,18.14,677,5251.041667,3,1,1
8934,0.1379,11.58524613,12.02,682,4350.0,4,1,0
7495,0.1273,10.71441777,17.28,692,2400.041667,0,0,0
1373,0.1557,10.93310697,1.18,672,1409.958333,2,0,0
7143,0.0988,11.08214255,6.76,757,6930.0,0,0,0
4588,0.1114,11.49272276,11.64,707,5759.958333,1,1,0
8352,0.1071,8.188689124,11.33,682,1068.0,1,0,1
1026,0.1134,10.9040459,15.09,682,2940.0,3,0,0
5330,0.0774,10.81977828,4.51,772,4320.958333,2,0,0
652,0.1134,10.858999,9.39,687,2703.041667,0,0,0
4266,0.1218,10.27518903,20.31,702,2950.0,0,0,0
485,0.1008,10.645424900000002,5.91,727,4680.0,2,0,0
