int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
0.1253,11.01856357,16.11,697,2459.958333,1,0,0
0.1461,11.82041016,21.94,697,4440,0,0,0
0.074,11.39657141,6.77,787,5820,0,0,0
0.1218,11.30220443,13.1,767,4290.958333,1,0,0
0.0774,11.56171563,7.27,767,10439.95833,0,0,0
0.0774,10.91508846,9.93,777,6240,1,0,0
0.074,10.73639668,23.87,772,2912,2,0,0
0.1183,11.22524339,17.26,732,5880,0,0,0
0.1426,10.60905725,20.83,697,1260,2,0,0
0.1426,10.12647109,5.14,687,3420,3,2,0
0.1635,11.88446143,14.32,682,4619.958333,1,0,0
0.167,11.91839057,24.77,677,8670.958333,1,1,0
0.1218,11.1844214,13.82,712,5669.958333,3,0,0
0.1357,10.71441777,8.75,682,6360,0,0,0
0.16,11.48246626,15.06,697,6149.958333,0,0,0
0.1531,11.73606902,11.71,682,5910,0,0,1
0.0774,11.22524339,22.9,752,8999.958333,2,0,0
0.16,10.75363848,9.51,687,2040.041667,0,0,0
0.1148,10.73639668,22.93,717,3690,0,0,0
0.16,11.73606902,23.85,662,6089.958333,2,1,0
0.0894,10.53209621,13.73,787,5039.958333,2,0,0
0.16,10.81977828,10.61,662,3119.958333,0,0,0
0.1392,11.35035948,12.61,707,6419.958333,2,0,0
0.1183,11.28978191,18.9,732,3660,1,0,1
0.1322,11.58058411,17.05,707,3990,0,0,1
0.1392,12.20607265,5.35,727,5309.958333,1,1,0
0.0774,11.1124479,8.17,777,5789.958333,1,0,1
0.1253,11.00209984,5.42,702,2129.958333,0,0,0
0.1531,10.91508846,19.66,752,3239.958333,1,0,0
0.1392,10.30895266,12.04,692,1444,0,0,0
0.1253,11.22524339,14.15,727,3179.958333,1,0,0
0.1461,10.66886237,20.23,702,4440,2,0,0
0.1496,11.00209984,6.42,692,1860,2,0,0
0.1183,10.49127422,12.27,742,2879.958333,2,0,0
0.1531,9.61580548,6.8,667,1110,1,2,0
0.1426,10.59663473,2.34,687,1560,1,0,0
0.0894,10.89673933,7.44,717,4380,1,1,0
0.16,11.60823564,18.13,717,10740,0,0,1
0.1114,9.769727562,20.37,712,2610,0,0,1
0.1183,11.46163217,4.24,747,6749.958333,2,0,1
0.1531,10.81985828,5.59,667,1830,1,0,0
0.1148,11.51292546,11.02,752,3239.958333,3,0,0
0.1287,11.81303006,8.08,717,3839.958333,1,0,1
0.1913,11.87756858,3.58,662,5130,1,0,0
0.1253,11.00209984,1.12,687,7499.958333,0,0,1
0.1461,9.546812609,10.71,677,1140,2,0,0
0.0859,11.8277654,12.15,737,6600,3,0,1
0.1287,10.93310697,9.96,717,4478,0,0,0
0.1218,11.00209984,16.4,712,6960,0,0,0
0.1322,10.59663473,22.41,697,5009.958333,1,0,1
0.1253,10.54534144,16.42,717,1860,0,0,0
0.1253,10.30895266,16.2,687,3090,0,0,0
0.1392,10.96812932,19.24,682,4949.958333,3,2,0
0.1322,10.49127422,22.43,677,5369.958333,1,0,0
0.1357,12.04355372,5.51,712,8249.958333,3,0,0
0.1322,10.30895266,11.76,682,2138.958333,0,0,0
0.1357,11.15625052,17.47,692,7831,3,0,0
0.0751,11.71177632,1.46,747,4569.041667,1,0,0
0.1531,10.66895539,0.28,677,3390,0,0,0
0.1183,11.1124479,11.95,742,6030,1,0,0
0.1183,11.75978554,12.92,742,6809.958333,4,0,0
0.0894,11.53272809,6.21,772,4110,2,0,0
0.074,11.6351431,13.19,747,4229.958333,0,0,0
0.1253,11.88448902,9.76,722,5399.958333,0,0,1
0.16,11.40756495,6.03,702,6690,1,0,0
0.0894,11.69524702,7.85,772,8760,0,0,0
0.1218,10.59663473,19.86,707,3509.958333,2,0,0
0.1531,10.51867319,21.15,662,2910,2,0,1
0.1218,10.81977828,8.54,702,2280,0,0,0
0.0894,10.54534144,18.54,727,4020,0,0,0
0.1461,11.00209984,23.86,687,8071,1,3,0
0.1183,11.15619338,23.33,707,5069.958333,3,0,0
0.0894,11.11654398,12.49,777,3633,0,0,0
0.1565,11.51292546,14.02,692,4559.958333,0,0,0
0.074,10.37349118,11.48,762,2910,0,0,0
0.0894,10.71441777,15.2,722,3631,1,0,1
0.16,11.00209984,6.78,672,4080,2,1,0
0.1392,10.37349118,4.09,682,2550,2,0,0
0.1253,11.15619338,17.28,687,4800,2,0,0
0.1253,10.23995979,15.21,677,2700,2,0,0
0.1114,11.13458902,3.43,717,7779,1,0,0
0.074,10.81769612,7.96,807,14310,0,0,0
0.0859,11.00209984,22.54,727,4500,0,0,0
0.167,10.91508846,6.83,662,1140,0,0,0
0.1392,11.28978191,9.67,742,3479.958333,6,0,0
0.1426,11.15619338,18.4,682,3962.958333,2,0,0
0.0859,11.00209984,19.1,742,5429.958333,0,0,0
0.1322,10.34817337,17.96,712,1440,0,0,0
0.1392,11.74403719,11.86,677,4619.958333,1,1,0
0.1218,10.73630972,11.3,747,6930,4,0,0
0.1253,10.78915411,24.47,692,2159.958333,0,0,1
0.1357,11.31447453,19.93,697,6930,0,0,0
0.1183,11.71177632,11.02,712,8888.041667,1,0,0
0.16,10.62619354,19.63,667,1470,1,0,0
0.1218,10.59653473,23.01,772,4500,2,0,0
0.0894,10.46310334,10.49,757,2820.958333,0,0,0
0.1461,10.81977828,10.01,692,2759.958333,0,0,0
0.1322,11.28978191,0.22,812,11519.95833,2,0,0
0.1426,10.40426284,8.11,692,3959.958333,2,0,0
0.0894,10.81977828,10.66,757,3301,0,0,0
0.074,10.87237073,17.24,782,9089.958333,1,0,0
0.0859,10.12647109,22.9,757,2101.958333,1,0,0
0.1531,10.20492459,15.53,737,1769.958333,0,0,0
0.1426,11.72803684,16.3,692,13170,3,0,0
0.0774,11.30713055,12.6,772,5069.958333,2,0,0
0.1496,11.53272809,20.45,697,6210,0,0,0
0.1635,10.6454249,18.57,707,7710,1,0,0
0.1426,11.06663836,12.9,687,1140,1,0,0
0.1287,10.03801845,19.56,707,3000,1,0,0
0.1565,11.77528973,6.94,667,7229.958333,0,0,0
0.1774,12.20607265,8.89,662,5069.958333,3,2,1
0.1253,12.20607265,10.84,727,5580,0,0,0
0.0894,11.22524339,7.18,752,1739.958333,4,0,0
0.1183,10.4125917,9.56,747,3300,0,0,0
0.1148,10.30895266,18.2,737,3000,1,1,0
0.1183,11.40756495,10.21,752,9510,0,0,1
0.1496,11.25161265,16.99,662,8550,2,4,0
0.1496,11.60823564,11.92,667,3569.958333,2,1,0
0.1392,10.91508846,19.75,687,4289.958333,0,0,0
0.1322,10.03819326,10.54,682,1709.958333,2,0,0
0.1565,10.12647109,18.39,677,1530,1,1,1
0.1287,11.21182037,5.98,707,5729.958333,0,0,0
0.167,10.88743693,19.87,667,3904.958333,1,0,1
0.0894,10.91508846,9.38,777,5940,0,0,0
0.074,9.210340372,1.2,807,3899.958333,0,0,1
0.1183,10.71441777,8.43,742,1289.958333,2,0,0
0.0705,10.1266311,8.16,777,2910,1,0,0
0.1392,10.63535051,23.69,682,5250,0,0,0
0.1357,10.59653473,16.32,702,4470,0,1,0
0.074,10.59663473,5.55,757,7949.958333,0,0,0
0.1218,10.91508846,22.45,702,1800,3,0,1
0.1287,10.54534144,10.39,707,3119.958333,0,0,1
0.0859,10.27090459,15.96,732,1830,0,0,0
0.1114,11.15625052,18.09,712,8130,0,0,1
0.1357,11.05089001,24.4,697,4201.958333,1,0,0
0.1704,10.81977828,13.66,692,3869.958333,1,0,0
0.0774,9.546812609,21.51,757,2129.958333,0,0,0
0.1461,11.69524702,0,687,5190,0,0,0
0.1426,11.22524339,8.02,687,3479.958333,3,0,0
0.1531,10.49127422,14.83,667,1769.958333,2,0,0
0.074,11.38509209,5.58,792,5069.958333,0,0,0
0.1322,11.53272809,6.64,697,5011.958333,1,0,0
0.1287,11.28978191,10.93,742,2610,0,1,1
0.074,11.55718156,1.23,807,5311.958333,0,0,0
0.074,11.51192496,0.18,802,6179.958333,2,0,0
0.1114,11.35040654,17.39,727,3119.958333,0,0,0
0.1148,11.21182037,14.06,797,4229.958333,0,0,0
0.1183,11.46163217,11.52,717,7680,3,0,0
0.0894,10.08580911,8.05,727,3060,0,0,0
0.1322,10.30895266,17,702,4770,0,0,0
0.1357,11.09741002,6.29,697,3539.958333,0,0,0
0.1183,10.81577026,6.94,702,3599.958333,1,0,0
0.1635,12.25486281,19.33,672,6029.958333,1,0,1
0.0894,10.51867319,4.51,742,6930,0,0,0
0.0894,10.71441777,13.81,787,7949.958333,0,0,0
0.1461,10.91508846,6.74,677,5222,1,3,0
0.1531,11.13453063,13.1,672,4020,1,1,0
0.1253,10.75798798,22.9,697,3660,1,0,0
0.1565,10.81977828,8.14,667,1320.958333,3,0,0
0.1357,10.29768947,15.53,682,3330,2,0,1
0.0894,11.40756495,8.99,782,10199.95833,1,0,0
0.1218,11.60823564,5.78,722,7229.958333,0,0,0
0.1809,11.26830288,21.69,667,3330,2,0,0
0.1253,10.87804719,22.96,717,5970,0,0,0
0.0894,10.08580911,22.9,727,2369.958333,1,0,0
0.1496,11.00209984,7.3,782,4619.958333,0,0,1
0.0894,11.40756495,10.47,767,9630,0,0,0
0.1392,11.35035948,5.99,682,2942,0,1,0
0.1218,11.28978191,12.36,737,4979.958333,1,0,1
0.1218,11.14481394,18.22,712,5820,0,0,0
0.0774,11.68687877,8.47,787,6120.958333,0,0,0
0.1322,11.00209984,11.76,707,4199.958333,0,1,0
0.1287,10.77895629,0,717,4110,2,2,0
0.1392,10.46310334,14.5,682,3539.958333,3,0,0
0.1253,11.22524339,3.74,722,7500.958333,2,0,0
0.1253,11.06663836,10.78,702,4800,1,1,0
0.1218,11.00209984,2.82,712,3330,1,0,0
0.1287,11.25813644,15.88,702,8579.958333,0,0,0
0.1982,10.85892207,5.53,692,1482.041667,1,0,0
0.1253,10.81769612,12.46,757,3930.958333,2,0,1
0.1635,11.28983191,9.81,712,4349.958333,0,0,0
0.0894,11.26446411,13.82,777,6839.958333,3,0,0
0.1287,11.15625052,22.47,697,4080,2,0,1
0.0859,8.987196821,9.45,737,4349.958333,2,0,0
0.1218,10.34817337,22.77,707,7949.958333,2,0,0
0.1496,11.9381932,16.55,702,7139.958333,3,1,1
0.1426,10.27505111,13.37,707,4830,0,0,0
0.0894,11.69274389,2.84,747,6330,1,0,0
0.1392,11.40756495,13.99,687,7949.958333,0,1,0
0.1114,11.26446411,17.2,772,3000,1,0,1
0.1183,10.9331784,13.05,727,4619.958333,0,0,0
0.1392,13.45883561,3.09,697,3869.958333,0,0,1
0.1114,11.28978191,9.81,727,3239.958333,3,0,0
0.0774,11.19821472,4.9,762,4319.958333,0,0,0
0.1148,10.59663473,0,802,4740,1,0,0
0.1426,11.08214255,16.04,682,3300,0,0,0
0.0894,9.169518377,21.25,732,2640,1,0,1
0.0774,10.6465671,23.77,782,9630,0,0,0
0.1253,10.70395792,20.78,707,3420,0,0,0
0.1148,12.10071213,0.39,812,5970,0,0,0
0.1531,11.15625052,20.45,697,6240,0,0,0
0.0894,11.60823564,8.95,757,4860,2,0,0
0.1635,11.63444374,21.5,667,10499.95833,0,0,0
0.1322,10.46310334,8.09,687,1830,0,0,0
0.0894,11.00209984,16.16,772,7830,2,0,0
0.1218,10.37349118,24,692,5039.958333,0,0,0
0.1218,10.62132735,6.67,742,4470,3,0,0
0.1322,10.32728362,4.32,692,5160,1,0,0
0.1218,11.26446411,9.66,722,2010.958333,3,0,0
0.1114,10.53049493,14.13,722,1920,0,0,0
0.0894,10.2791805,18.13,732,2462.958333,1,0,0
0.1461,10.91501573,3.16,667,7410,2,0,1
0.16,11.1844214,17.48,747,4350.958333,6,0,1
0.1253,10.91616952,21.55,727,6300,0,0,0
0.1114,11.17064696,10.26,727,7470,0,0,0
0.1218,9.903687533,7.32,692,8850,0,1,0
0.1704,11.18924309,23.39,672,3989.958333,0,2,0
0.1287,10.16585182,19.29,702,2819.958333,0,0,1
0.1461,11.62621844,17.19,697,7020,2,0,0
0.0859,9.798127037,7.33,752,3630,1,0,0
0.1913,11.04132055,13.52,662,8130,0,0,0
0.1565,10.59663473,5.82,687,5550,2,0,0
0.1287,11.00209984,10.42,717,3360,1,0,1
0.1461,11.23848862,15.28,667,3869.958333,0,0,0
0.1392,11.35035948,15.02,712,5729.958333,0,0,0
0.1218,10.37349118,2.7,752,1709.958333,2,0,0
0.1357,11.15625052,16.3,702,5610,2,0,0
0.1531,9.61580548,22.72,692,1832,0,0,1
0.1114,10.49127422,4.77,747,1679.958333,0,0,0
0.1357,11.51288546,14.04,687,6539.958333,1,0,0
0.0894,11.15625052,14.66,747,5339.958333,2,0,0
0.0859,10.59663473,7.62,802,6809.958333,1,0,0
0.1148,10.55581274,24.75,717,2159.958333,1,0,0
0.1426,11.31442574,9.34,667,3660,1,0,0
0.1183,11.05601968,19.82,752,5040.958333,0,0,0
0.16,11.08214255,13.42,662,5130,2,0,0
0.1426,10.77895629,23.32,682,3360,1,1,0
0.1114,11.15625052,13.68,802,5729.958333,2,0,0
0.0859,11.08214255,14.99,787,5699.958333,0,0,0
0.1565,10.73639668,7.43,692,2190,0,0,0
0.1148,10.59663473,18.24,712,5009.958333,1,0,0
0.1183,11.06663836,8.18,737,6946,2,0,1
0.1218,11.20504069,22.32,727,11340,0,0,0
0.1253,10.858999,21.72,692,3450,0,0,0
0.1635,11.42573225,0.84,782,4890,0,0,1
0.1739,11.18996158,19.59,667,7020,1,0,0
0.0894,11.14186178,9.53,742,2489.958333,0,0,0
0.0894,10.1266311,18.05,742,3090,1,0,1
0.1287,10.75790288,3.75,692,5100,1,1,0
0.1218,11.88172659,10.39,747,9240,1,0,0
0.0894,10.64875269,11.33,737,3450,0,0,1
0.1114,10.95080655,19.79,732,4649.958333,1,0,0
0.0859,10.20507253,22.5,752,2429.958333,1,0,0
0.1253,11.29601246,11.33,707,2940,1,0,0
0.1114,10.23995979,21,727,7800,1,0,0
0.1322,10.858999,9,752,1443,0,0,0
0.1287,10.13459927,12.14,677,1980,0,0,0
0.1287,10.59663473,22.74,707,2819.958333,0,0,0
0.1287,11.08214255,14.73,692,3030,1,0,0
0.1183,10.77895629,3.52,742,4200,2,0,0
0.1322,11.1844214,0.93,737,1409.958333,0,0,1
0.1322,11.04292184,15.76,697,5039.958333,3,0,0
0.1704,11.54248427,7.6,707,5220,0,0,0
0.16,10.46244598,18.87,662,3090,1,0,0
0.074,10.16585182,13.71,767,2879.958333,2,0,0
0.1739,11.22390917,11.84,672,1591,1,0,1
0.1218,13.5670492,0.6,707,5550,0,0,0
0.1843,11.40087596,1.26,702,3119.958333,2,0,0
0.1183,10.81977828,13.27,757,8339.958333,0,0,0
0.0894,10.49127422,2.6,752,3270,0,0,0
0.1148,10.99065122,16.49,717,4619.958333,0,0,0
0.1496,10.87804719,13,707,3869.958333,0,0,0
0.1531,10.93310697,23.49,682,4289.958333,2,0,0
0.1287,10.96335901,5.3,697,4319.958333,1,0,0
0.1114,11.09741002,8.6,737,5162,1,0,0
0.1357,10.49127422,19.9,672,2550,1,0,1
0.1426,11.06663836,24.88,702,10409.95833,1,0,0
0.1565,11.08214255,9.16,732,4200,1,0,0
0.1114,10.81977828,13.51,737,9150,1,1,0
0.1565,10.57131693,19.75,707,3300,0,0,0
0.1218,10.71441777,20.67,697,2580,1,1,0
0.167,11.49272276,8.52,662,4380,1,0,0
0.1322,11.14186178,20,702,4110,0,0,0
0.1357,10.30895266,17.92,677,3390,0,0,1
0.0859,11.26446411,24.12,742,8639.958333,0,0,0
0.1253,10.23995979,10.93,707,1950,2,0,0
0.1287,10.81977828,11.45,692,2280,0,1,0
0.1183,10.49127422,11.67,727,1980,1,0,0
0.0894,11.37144254,13.34,737,7169.958333,0,0,1
0.1357,10.23422911,24.96,702,1740.958333,1,0,0
0.0894,11.28978191,2.96,722,4800,0,0,0
0.1148,11.17043516,6.83,717,3810,1,0,0
0.1218,10.96819829,19.7,712,3117.041667,1,0,0
0.0859,12.20607265,0.26,797,7050,0,0,0
0.1183,10.94022444,15.94,697,5309.958333,1,0,0
0.1148,12.79385931,2.09,702,3660,1,0,0
0.0894,11.78234173,1.98,807,11219.95833,0,0,0
0.1287,10.50232405,1.75,682,1860,2,0,0
0.1114,10.46310334,7.71,722,5399.958333,0,0,0
0.1392,11.46163217,11.23,692,6301,0,1,0
0.1148,11.05089001,13.33,727,3060,0,0,0
0.0894,10.77895629,12.38,767,1830,0,0,0
0.0774,10.59663473,7.47,732,3509.958333,2,0,0
0.1183,10.42228135,15.61,697,9660,2,0,0
0.1426,10.59663473,19.53,672,3780,2,0,1
0.0859,10.1266311,7.2,757,2944,0,0,0
0.074,9.61580548,16.16,802,4050,0,0,0
0.1183,10.30895266,20.68,717,1679.958333,0,0,1
0.1496,10.81977828,0.86,752,7619.958333,0,0,0
0.1496,11.18351821,12.19,702,5100,0,0,0
0.1357,11.36789969,3.27,722,5610,0,0,1
0.0859,10.37349118,14.74,732,3390,2,1,0
0.1287,11.00209984,5.94,722,5759.958333,0,0,1
0.1183,10.54534144,4.8,702,4410,0,0,0
0.0859,10.92593848,24,732,4163.041667,0,0,0
0.0859,9.903487553,10.92,742,4319.958333,0,0,0
0.1114,10.30895266,8.12,732,2849.958333,3,0,1
0.1392,11.1124479,21.58,687,2789.958333,0,0,0
0.1253,11.04132055,3.65,782,5910,0,0,0
0.1183,12.37073927,2.51,802,5190,1,0,1
0.1357,10.08580911,17.5,682,2670,1,0,0
0.0774,10.59663473,4.38,757,9510,1,0,0
0.0894,10.79957558,14.33,762,3660,1,0,0
0.0894,10.54534144,4.23,742,6630,1,0,0
0.167,11.74403719,17.14,682,8369.958333,1,0,0
0.1114,11.22524339,4.53,762,2580,0,0,0
0.1322,10.62132735,4.71,702,7229.958333,1,0,0
0.1357,10.96992094,13.45,692,2519.958333,0,0,0
0.1148,11.40756495,7.96,707,4949.958333,2,0,1
0.1287,10.93310697,23.57,687,5100,0,0,0
0.1461,13.08154138,2.09,692,4020,2,0,0
0.1148,11.40756495,3.47,732,6330,0,0,0
0.1253,9.639522007,20.63,697,1560,1,1,1
0.1461,10.88482268,22.72,667,3390,1,0,1
0.0894,10.81977828,21.55,747,2940,0,0,0
0.1148,10.40453553,24.61,727,5970,1,0,1
0.1148,11.0084132,18.2,707,5819.958333,0,0,0
0.1843,10.93310697,24.04,667,4440,1,0,0
0.16,10.59663473,15.24,672,1440,1,0,0
0.1357,10.49127422,10.27,692,6210,2,0,0
0.16,11.55214618,3.25,682,3869.958333,2,0,1
0.1287,10.4744671,22.71,702,6119.958333,1,1,0
0.074,11.35040654,2.39,782,6660,0,0,0
0.1531,11.73606902,8.14,777,2340,0,0,1
0.0859,10.93310697,18.06,742,3180,0,0,0
0.1565,12.05058774,19.45,682,10620,1,0,0
0.0774,11.36261407,16.39,752,5580,0,0,0
0.0859,10.62132735,13.23,747,2960,2,0,0
0.1253,11.01862914,3.29,742,1860,3,0,0
0.0774,10.30895266,6.68,762,2965.041667,1,0,0
0.1426,10.81977828,5.71,677,5565,2,0,0
0.1218,11.03488966,20.69,727,7355,2,0,0
0.1357,11.22524339,12.62,702,3929.958333,1,0,0
0.1357,10.54534144,4.83,697,2069.958333,0,0,0
0.1148,10.42975336,18.11,742,5460,0,0,0
0.0894,13.48700649,0.03,792,6270,2,0,0
0.0774,10.77895629,11.75,787,3421.041667,2,0,0
0.1148,10.75790288,4.98,742,4500,2,0,0
0.1496,10.858999,18.74,662,4080,2,0,0
0.2017,11.08214255,15.93,662,1560,0,0,0
0.1565,11.69524702,17.2,702,4830,2,0,0
0.1496,10.49127422,13.8,687,1319.958333,3,0,0
0.0894,11.38509209,22.09,727,8400,0,0,1
0.1218,11.00209984,11.52,692,7619.958333,1,1,0
0.1392,10.26813067,7.83,677,1709.958333,0,0,1
0.1496,10.91508846,0,677,7080,0,0,0
0.0894,11.1124479,3.89,752,3300,0,0,0
0.0894,10.15812977,0,797,4500,0,0,0
0.0894,11.91428215,1.24,727,3810,0,0,0
0.1496,10.79957558,17.51,662,2340,2,0,0
0.1218,10.46310334,24.69,702,2910,1,0,0
0.1287,11.40756495,14.99,687,4170,3,0,0
0.1148,10.46310334,20.5,727,5490,2,0,0
0.0894,11.19821472,18.05,747,6149.958333,2,0,0
0.1253,10.83958091,13.74,717,3752,1,1,0
0.1148,10.91508846,18.92,732,2970,1,0,0
0.1287,10.75363848,3.15,692,8729.958333,0,1,0
0.1253,11.66992921,12.64,732,7050,0,0,1
0.1565,11.91839057,15.76,682,3913.958333,0,0,0
0.1565,12.36734079,12.39,677,5459.958333,2,0,0
0.1565,10.30895266,1.68,667,1470,2,1,0
0.1114,10.30895266,2,792,5369.958333,1,0,0
0.1218,11.25257927,11.8,712,5910,0,0,0
0.0894,10.49127422,4.33,747,5250,1,0,0
0.1253,10.77745516,9.59,687,13109.95833,0,0,0
0.1253,11.6811481,0.4,737,5280,0,1,0
0.1357,10.51296069,11.19,807,15299.95833,0,0,0
0.1148,10.62619354,0.79,722,8999.958333,1,0,0
0.1704,10.32875529,12.98,672,3900,0,0,1
0.0774,9.903487553,3.42,807,4979.958333,0,0,0
0.1426,10.53209621,14.78,687,4110,3,0,0
0.0774,11.60823564,2.81,792,5520,0,0,0
0.1114,11.52781408,15.93,807,6270,2,0,0
0.1253,11.13458902,11.11,702,3690,1,1,0
0.1531,11.60823564,2.69,757,8130,3,0,0
0.0894,10.08580911,22.25,737,12930,0,0,1
0.1322,11.15944541,20.59,712,4890,2,0,0
0.1114,11.38509209,8.35,762,5223,0,0,0
0.1183,10.84894866,9.43,692,5765.958333,2,0,0
0.1114,12.07254125,15.13,722,9630,0,0,0
0.0774,11.15625052,5.76,797,7259.958333,0,0,0
0.1461,11.00209984,14.32,742,11312,4,0,1
0.1426,10.54006438,21.05,667,2580,0,0,0
0.1287,10.67359577,14.89,682,2429.958333,3,0,0
0.1531,10.40426284,14.76,747,12002.95833,5,0,0
0.1148,9.287301413,6.44,797,8939.958333,5,0,1
0.1218,10.59663473,22.23,692,2220,2,0,0
0.0859,10.20359214,24.49,767,6000,1,0,0
0.1461,8.699514748,5,677,8369.958333,1,1,0
0.1287,10.31011865,23.81,692,3989.958333,0,0,0
0.1947,10.46310334,1.78,667,7619.958333,0,1,1
0.1148,11.09741002,5.89,782,4380,2,0,0
0.0859,10.81977828,6.17,742,4272.958333,0,0,0
0.1357,10.49127422,7.83,667,3509.958333,0,0,0
0.1426,10.89673933,7.4,697,1500,1,0,0
0.0774,10.81977828,4.51,772,4320.958333,2,0,0
0.1357,10.62132735,23.94,687,3000,2,0,0
0.0705,11.28978191,10.56,772,12689.95833,0,0,0
0.0774,11.60823564,7.78,742,5429.958333,0,0,0
0.1218,11.15625052,10.29,787,4656.958333,0,0,0
0.0894,11.69524702,3.44,797,7529.958333,0,0,0
0.1982,10.68464561,5.22,667,1590,1,0,0
0.1392,11.4050284,10.35,697,3690,1,0,0
0.0859,10.3859137,17.37,772,9806,5,0,0
0.1218,11.61728548,22.39,707,8969.958333,0,0,0
0.0774,11.22524339,2.34,792,4619.958333,0,0,0
0.1531,10.81977828,22.9,662,2610,0,0,0
0.1635,10.34817337,17.19,662,10620,0,3,0
0.1357,11.60823564,16.12,687,3330,1,0,0
0.1357,11.31447453,12.34,702,4200,0,0,0
0.1531,11.72737243,16.65,707,10590,0,0,0
0.1531,10.59663473,14.31,672,2789.958333,3,0,1
0.1322,11.00209984,18.02,692,4589.958333,2,0,0
0.167,11.8913619,24.12,682,10710,1,0,0
0.1287,10.96819829,4.3,707,3239.958333,0,0,0
0.0894,11.05089001,13.64,737,3989.958333,1,0,0
0.1392,11.00209984,9.48,682,6570,2,0,0
0.0859,9.952277717,16.46,752,3629.958333,1,0,1
0.1461,10.71441777,12,672,8639.958333,0,0,0
0.1148,11.35040654,19.71,737,4050,0,0,0
0.0774,11.35035948,11.38,762,4474,1,0,0
0.1183,10.59663473,12.42,737,3750,0,0,0
0.1183,10.91508846,17.72,712,3705,0,0,0
0.1496,11.39414193,21.57,707,3599.958333,0,0,1
0.1461,10.25132355,11.27,687,1170,1,0,0
0.074,11.1844214,14.22,782,5759.958333,0,0,0
0.0774,11.11346857,1.81,777,7199.958333,0,0,0
0.1114,10.90753272,19.83,777,5730.958333,1,0,0
0.2017,11.22524339,11.25,672,4530,0,0,0
0.1947,11.00209984,17.08,667,1590,0,0,0
0.1461,10.08580911,14.86,692,1349.958333,0,0,0
0.1253,11.47210347,21.43,692,4740,1,0,0
0.1635,11.40756495,17.43,677,4410,0,0,0
0.0774,10.71441777,19.63,757,4201,1,0,0
0.1218,11.59542669,12.25,727,6035,1,0,0
0.1704,10.45045222,6.32,687,1950,1,0,0
0.0859,11.39075783,8.83,762,7229.958333,0,0,0
0.0774,11.28499548,2.19,797,7259.958333,0,0,0
0.1461,11.62625415,16.66,712,9120,1,0,0
0.0859,11.02179789,7.9,747,2759.958333,1,0,0
0.1114,9.798127037,2.8,742,2250,1,0,0
0.0894,11.51292546,6.54,762,6930,0,0,0
0.1287,10.21504483,23.73,692,3239.958333,2,0,0
0.1148,12.15477935,6.35,767,7229.958333,2,1,0
0.1183,10.30895266,22.52,712,3599.958333,0,0,0
0.0894,10.46310334,23.92,722,2250,1,0,0
0.1253,9.505990614,2.05,717,3090,2,0,0
0.1114,11.59910316,8.69,752,3899.958333,1,0,0
0.0859,11.00209984,2.9,742,3629.958333,4,0,0
0.1114,10.69194491,22.96,717,5490,0,0,0
0.0894,10.30895266,12.56,802,4349.958333,0,0,0
0.1565,11.48246626,18.73,662,4440.041667,0,0,1
0.1114,10.6666271,14.21,747,3720,0,0,0
0.1218,11.22524339,12.22,712,2849.958333,1,0,0
0.1287,10.08580911,10.8,702,2640,0,0,1
0.1426,11.01862914,18.85,692,5459.958333,0,0,0
0.1426,10.858999,23.12,687,3627,0,0,1
0.1114,10.85417971,24.7,737,3240.958333,1,0,0
0.1287,11.52132013,0.88,777,6918,0,0,0
0.1635,10.91508846,23.21,677,3660,1,0,0
0.1426,10.81977828,24.43,667,4229.958333,0,1,0
0.1496,11.20612853,10.29,707,1531,0,0,0
0.1461,11.38736224,5.56,792,9636,3,0,0
0.1531,10.84544603,3.16,722,4319.958333,0,0,0
0.1148,12.20607265,6.11,737,6960,1,0,0
0.0894,11.17043516,8.15,762,3420,4,0,0
0.0894,11.5228758,3.07,772,6869.958333,1,0,0
0.1148,11.12726298,9.21,702,3149.958333,0,0,0
0.0774,12.20607265,2.52,762,9270,2,0,0
0.0894,11.12726298,17.81,752,9300,1,0,0
0.1148,11.15625052,6.84,752,3480,1,0,0
0.1496,11.1124479,13.81,687,2640,0,0,0
0.1183,10.98529272,20.4,702,1980,0,0,0
0.16,10.89673933,11.2,702,3945.958333,3,0,1
0.0859,10.46310334,16.63,722,1860,0,0,0
0.1148,10.46253175,1.61,742,5369.958333,4,3,1
0.0894,10.86145751,18.99,747,3209.958333,1,0,0
0.1392,10.82480563,1.58,757,1590,0,0,0
0.1774,11.07906088,22.81,662,9329.958333,2,1,0
0.1739,11.35040654,23.48,667,6124.958333,1,0,0
0.1392,10.10821619,4.16,682,1379.958333,1,0,0
0.1183,10.82972862,7.96,702,3149.958333,3,0,0
0.1148,11.22524339,9.81,722,2879.958333,3,0,0
0.1322,10.78518684,4.57,717,2550,1,0,0
0.167,10.93310697,23.72,707,6929.958333,2,0,0
0.1496,11.69524702,20.15,702,4324.958333,0,0,0
0.1392,10.30895266,18.04,672,1950,1,0,0
0.0894,10.37349118,6.9,732,3450,1,0,0
0.1287,11.31447453,12.67,697,3959.958333,3,0,0
0.1357,9.903487553,14.94,692,1381.958333,3,0,0
0.1565,10.42228135,11.36,682,2879.958333,1,0,0
0.1218,10.59663473,5.64,697,2730,0,0,0
